Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
"Portfolio Delivery Lead, Healthcare",Cognizant,"Pune, Maharashtra, India",Not Available,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/portfolio-delivery-lead-healthcare-at-cognizant-4158405442?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4165753305?trk=public_jobs_topcard-title
Sr. Product Specialist (T),Cognizant,Greater Kolkata Area,3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Sales and Business Development,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-product-specialist-t-at-cognizant-4158833889?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4115827070?trk=public_jobs_topcard-title
Insurance Consulting Leader - Cognizant Consulting,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/insurance-consulting-leader-cognizant-consulting-at-cognizant-4180094041?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159722936?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159722925?trk=public_jobs_topcard-title
Assoc. Director - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/assoc-director-projects-at-cognizant-4144680748?trk=public_jobs_topcard-title
Cloud Engineer,Cognizant,"Bangalore Urban, Karnataka, India",6 days ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-engineer-at-cognizant-4176962527?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4096372943?trk=public_jobs_topcard-title
Cognizant is hiring for AJO (Adobe Journey Optimizer),Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Not Applicable,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-is-hiring-for-ajo-adobe-journey-optimizer-at-cognizant-4158583546?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Coimbatore, Tamil Nadu, India",Not Available,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4157014045?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4117449838?trk=public_jobs_topcard-title
Test Automation Specialist,Cognizant,"Coimbatore, Tamil Nadu, India",4 weeks ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,https://in.linkedin.com/jobs/view/test-automation-specialist-at-cognizant-4151226170?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4165752412?trk=public_jobs_topcard-title
Software Engineer Manager,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/software-engineer-manager-at-cognizant-4137293404?trk=public_jobs_topcard-title
"Cognizant hiring for Java, Springboot, Microservices",Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-java-springboot-microservices-at-cognizant-4174256294?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4158582712?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4161134607?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175084335?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,Mumbai Metropolitan Region,2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4166566509?trk=public_jobs_topcard-title
Engagement Delivery Lead,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/engagement-delivery-lead-at-cognizant-4040409204?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-3996419375?trk=public_jobs_topcard-title
Cloud Engineer,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-engineer-at-cognizant-4165755278?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Gurgaon, Haryana, India",1 week ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4175084353?trk=public_jobs_topcard-title
Senior Consultant - Front Office Business Consultant [Capital Markets/Equity/Fixed Income/Hedge Funds],Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-consultant-front-office-business-consultant-capital-markets-equity-fixed-income-hedge-funds-at-cognizant-4124883105?trk=public_jobs_topcard-title
Consultant/ Senior Consultant (Core Banking),Cognizant,"Pune, Maharashtra, India",5 days ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-senior-consultant-core-banking-at-cognizant-4177422737?trk=public_jobs_topcard-title
Cognizant Hiring For - Content Manager on Demand (CMOD),Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Marketing, Public Relations, and Writing/Editing",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-content-manager-on-demand-cmod-at-cognizant-4159392449?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4145600312?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4165750740?trk=public_jobs_topcard-title
Salesforce professionals- Kochi location,Cognizant,"Kochi, Kerala, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/salesforce-professionals-kochi-location-at-cognizant-4168703205?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Noida, Uttar Pradesh, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4094232059?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4091541331?trk=public_jobs_topcard-title
Assoc Dir- Biz Development,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/assoc-dir-biz-development-at-cognizant-4134271369?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4115821655?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4159726613?trk=public_jobs_topcard-title
Life Science/Clinical Project Management - Returnship Program,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/life-science-clinical-project-management-returnship-program-at-cognizant-4170752159?trk=public_jobs_topcard-title
Developer,Cognizant,"Bangalore Urban, Karnataka, India",1 day ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4179851936?trk=public_jobs_topcard-title
Salesforce Devops - Cognizant!!,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Over 200 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/salesforce-devops-cognizant%21%21-at-cognizant-4169840922?trk=public_jobs_topcard-title
Dotnet full stack developer,Cognizant,"Pune, Maharashtra, India",1 week ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/dotnet-full-stack-developer-at-cognizant-4174258074?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4159727248?trk=public_jobs_topcard-title
